Flight ID,Departure date,Intl/Dome,Flight NO.,Departure airport,Arrival airport,Departure Time,Arrival Time,Airplane ID,Airplane Model,Air fares,Peak-season fares ,Off-season rates
1435,42861,Intl,516,50,6,42861.76736,42861.82292,38,2,869,1699,809
1436,42862,Intl,522,32,7,42862.6875,42862.79167,85,2,1335,1853,1069
1437,42860,Dome,141,25,66,42860.28472,42860.39236,73,2,944,1839,868
1438,42861,Intl,83,50,8,42861.38889,42861.52778,80,2,1753,2977,1520
1439,42862,Intl,83,50,8,42862.38889,42862.52778,55,2,2271,3246,2019
1440,42860,Intl,83,50,8,42860.38889,42860.52778,80,2,2294,4204,1737
1441,42863,Intl,83,50,8,42863.38889,42863.52778,53,2,1846,3133,1304
1442,42860,Intl,88,8,50,42860.57986,42860.73958,80,2,2753,3829,2347
1443,42862,Intl,88,8,50,42862.57986,42862.73958,55,2,2788,4017,2374
1444,42863,Intl,88,8,50,42863.57986,42863.73958,53,2,2748,3566,2061
1445,42861,Intl,88,8,50,42861.57986,42861.73958,80,2,2787,4793,2570
1446,42862,Intl,176,50,20,42862.74653,42862.97917,15,2,3043,3910,2748
1447,42862,Intl,186,20,50,42862.35069,42862.56944,111,2,3075,5416,2305
1448,42862,Intl,149,61,11,42862.56944,42862.67361,87,2,1583,2919,1273
1449,42861,Intl,149,61,11,42861.56944,42861.67361,85,2,1685,1901,1224
1450,42861,Intl,159,11,61,42861.71528,42861.8125,85,2,1425,1653,1184
1451,42862,Intl,159,11,61,42862.71528,42862.8125,87,2,1370,1498,1268
1452,42861,Intl,406,50,3,42861.38542,42861.99653,138,5,7690,10934,7266
1453,42863,Intl,406,50,3,42863.38542,42863.99653,138,5,9310,12800,9062
1454,42862,Intl,412,3,50,42862.07986,42862.72569,138,5,10281,14082,7913
1455,42860,Intl,486,15,61,42860.73611,42860.79514,85,2,836,879,770
1456,42863,Intl,486,15,61,42863.73611,42863.79514,116,2,949,1528,793
1457,42861,Intl,486,15,61,42861.73611,42861.79514,17,2,1018,1107,878
1458,42862,Intl,486,15,61,42862.73611,42862.79514,17,2,991,1769,749
1459,42860,Intl,484,61,15,42860.625,42860.69097,85,2,873,1302,695
1460,42861,Intl,484,61,15,42861.625,42861.69097,17,2,1032,1554,788
1461,42862,Intl,484,61,15,42862.625,42862.69097,17,2,1032,1757,907
1462,42863,Intl,484,61,15,42863.625,42863.69097,116,2,1139,1652,923
1463,42862,Intl,5,49,12,42862.36806,42862.48611,106,2,1523,1731,1503
1464,42862,Intl,6,12,49,42862.52778,42862.64583,106,2,1667,2232,1343
1465,42862,Intl,13,13,49,42862.76042,42862.88542,10,2,2072,3030,1593
1466,42861,Intl,20,50,19,42861.59028,42861.73264,104,2,1967,2395,1939
1467,42863,Intl,20,50,19,42863.59028,42863.73264,16,2,2283,3176,1759
1468,42861,Intl,22,19,50,42861.77431,42861.91667,104,2,1988,1991,1593
1469,42862,Intl,11,49,13,42862.57986,42862.71875,10,2,2215,4132,1862
1470,42863,Intl,22,19,50,42863.77431,42863.91667,16,2,1785,2224,1573
1471,42861,Intl,294,78,50,42861.36111,42861.48958,57,2,2059,2681,1706
1472,42863,Intl,294,78,50,42863.36111,42863.48958,58,2,2042,4057,1527
1473,42862,Intl,294,78,50,42862.36111,42862.48958,58,2,1849,3556,1707
1474,42860,Intl,294,78,50,42860.36111,42860.48958,57,2,1839,2534,1649
1475,42861,Intl,199,21,49,42861.65972,42861.84028,11,2,2389,2692,2043
1476,42862,Intl,199,21,49,42862.65972,42862.84028,11,2,3089,3658,2368
1477,42860,Intl,192,52,49,42860.33681,42860.39931,6,2,1067,1618,881
1478,42861,Intl,192,52,49,42861.33681,42861.39931,11,2,816,1192,684
1479,42862,Intl,192,52,49,42862.33681,42862.39931,11,2,977,1374,967
1480,42863,Intl,192,52,49,42863.33681,42863.39931,11,2,786,835,574
1481,42860,Intl,199,49,52,42860.88194,42860.94444,6,2,1047,1533,897
1482,42861,Intl,199,49,52,42861.88194,42861.94444,11,2,1048,1415,893
1483,42862,Intl,199,49,52,42862.88194,42862.94444,11,2,1033,1665,1032
1484,42863,Intl,199,49,52,42863.88194,42863.94444,11,2,1058,1674,927
1485,42861,Intl,192,49,21,42861.44097,42861.61806,11,2,2970,5899,2925
1486,42862,Intl,192,49,21,42862.44097,42862.61806,11,2,2835,4732,2727
1487,42860,Intl,302,50,78,42860.90972,42861.01042,57,2,1591,2990,1348
1488,42861,Intl,302,50,78,42861.90972,42862.01042,57,2,1712,3016,1428
1489,42863,Intl,302,50,78,42863.90972,42864.01042,58,2,1442,1895,1442
1490,42862,Intl,302,50,78,42862.90972,42863.01042,58,2,1575,2596,1310
1491,42860,Intl,3,61,12,42860.47917,42860.59375,86,2,1862,3396,1480
1492,42863,Intl,3,61,12,42863.47917,42863.59375,110,2,1501,2923,1305
1493,42863,Intl,4,12,61,42863.63542,42863.75,110,2,1899,2245,1453
1494,42860,Intl,4,12,61,42860.63542,42860.75,86,2,1988,3613,1629
1495,42860,Intl,511,50,60,42860.58681,42860.67361,110,2,1438,2478,1236
1496,42861,Intl,511,50,60,42861.58681,42861.67361,116,2,1482,2307,1195
1497,42862,Intl,511,50,60,42862.58681,42862.67361,110,2,1290,2045,1199
1498,42863,Intl,511,50,60,42863.58681,42863.67361,91,2,1115,1824,1020
1499,42860,Intl,510,60,50,42860.67014,42860.75694,116,2,1177,2062,915
1500,42861,Intl,510,60,50,42861.67014,42861.75694,110,2,1208,1693,1204
1501,42862,Intl,510,60,50,42862.67014,42862.75694,91,2,1427,2365,1233
1502,42863,Intl,510,60,50,42863.67014,42863.75694,106,2,1392,1634,1368
1503,42861,Intl,14,50,12,42861.375,42861.5,95,2,1971,2099,1926
1504,42861,Intl,15,12,50,42861.54167,42861.65972,95,2,2022,3420,1938
1505,42862,Intl,284,9,50,42862.76736,42862.89236,111,2,1917,3106,1474
1506,42860,Intl,284,9,50,42860.76736,42860.89236,55,2,1983,3597,1744
1507,42860,Dome,280,33,50,42860.91319,42860.98958,80,2,772,1212,718
1508,42862,Dome,280,33,50,42862.91319,42862.98958,5,2,492,826,436
1509,42860,Intl,275,50,9,42860.60764,42860.72569,55,2,1850,2394,1767
1510,42862,Intl,275,50,9,42862.60764,42862.72569,111,2,1758,1945,1597
1511,42860,Dome,279,50,33,42860.80556,42860.88194,80,2,1034,1861,911
1512,42862,Dome,279,50,33,42862.80556,42862.88194,5,2,791,1444,774
1513,42862,Intl,494,15,50,42862.74306,42862.80903,46,1,1022,1388,829
1514,42860,Intl,494,15,50,42860.74306,42860.80903,46,1,1091,1351,878
1515,42860,Intl,493,50,15,42860.63194,42860.70139,46,1,1104,2136,778
1516,42862,Intl,493,50,15,42862.63194,42862.70139,46,1,985,1789,786
1517,42860,Dome,48,60,52,42860.89583,42860.97569,119,2,1140,1451,868
1518,42861,Dome,48,60,52,42861.89583,42861.97569,83,2,1127,2187,857
1519,42862,Dome,48,60,52,42862.89583,42862.97569,73,2,812,1076,625
1520,42863,Dome,48,60,52,42863.89583,42863.97569,9,2,888,1243,870
1521,42860,Dome,47,52,60,42860.33333,42860.40972,140,2,1024,1829,785
1522,42861,Dome,47,52,60,42861.33333,42861.40972,62,2,531,1018,512
1523,42862,Dome,47,52,60,42862.33333,42862.40972,120,2,816,1036,696
1524,42863,Dome,47,52,60,42863.33333,42863.40972,82,2,499,841,470
1525,42860,Dome,47,60,77,42860.44444,42860.53472,140,2,836,1011,672
1526,42861,Dome,47,60,77,42861.44444,42861.52778,62,2,815,1579,646
1527,42862,Dome,47,60,77,42862.44444,42862.53472,120,2,1014,1310,770
1528,42863,Dome,47,60,77,42863.44444,42863.52778,82,2,534,580,403
1529,42860,Dome,48,77,60,42860.77778,42860.86111,119,2,451,874,397
1530,42861,Dome,48,77,60,42861.77778,42861.86111,83,2,1244,2092,1062
1531,42862,Dome,48,77,60,42862.77778,42862.86111,73,2,955,1045,702
1532,42863,Dome,48,77,60,42863.77778,42863.86111,9,2,577,983,445
1533,42860,Dome,62,77,54,42860.75,42860.85069,114,2,1366,1678,1077
1534,42862,Dome,62,77,54,42862.75,42862.85069,95,2,962,1827,772
1535,42860,Dome,60,50,54,42860.48611,42860.57986,114,2,952,1153,855
1536,42862,Dome,60,50,54,42862.48611,42862.57986,95,2,1035,1107,790
1537,42863,Dome,60,50,54,42863.48611,42863.57986,70,2,1280,2267,904
1538,42860,Dome,62,54,50,42860.88889,42860.97569,114,2,518,642,467
1539,42862,Dome,62,54,50,42862.88889,42862.97569,95,2,452,696,379
1540,42863,Dome,62,77,54,42863.75,42863.85069,70,2,1001,1788,883
1541,42863,Dome,62,54,50,42863.88889,42863.97569,70,2,709,1096,602
1542,42860,Dome,60,54,77,42860.625,42860.71875,114,2,937,1296,837
1543,42862,Dome,60,54,77,42862.625,42862.71875,95,2,880,1402,812
1544,42863,Dome,60,54,77,42863.625,42863.71875,70,2,961,1849,939
1545,42861,Dome,67,58,78,42861.44792,42861.52431,8,2,447,679,372
1546,42863,Dome,67,58,78,42863.44792,42863.52431,8,2,574,899,476
1547,42860,Dome,67,49,58,42860.34375,42860.41319,13,2,510,1012,443
1548,42862,Dome,67,49,58,42862.34375,42862.41319,93,2,742,1016,535
1549,42860,Dome,67,58,78,42860.44792,42860.52431,13,2,724,750,567
1550,42862,Dome,67,58,78,42862.44792,42862.52431,93,2,525,874,466
1551,42861,Dome,68,78,58,42861.78125,42861.85764,14,2,1136,1686,1098
1552,42863,Dome,68,78,58,42863.78125,42863.85764,14,2,694,726,686
1553,42861,Dome,68,58,49,42861.88889,42861.95486,14,2,456,558,356
1554,42863,Dome,68,58,49,42863.88889,42863.95486,14,2,690,896,511
1555,42862,Dome,68,78,58,42862.78125,42862.85764,115,2,562,803,400
1556,42862,Dome,68,58,49,42862.88889,42862.95486,115,2,385,433,310
1557,42860,Dome,68,78,58,42860.78125,42860.85764,19,2,536,866,507
1558,42861,Dome,67,49,58,42861.34375,42861.41319,8,2,825,874,751
1559,42863,Dome,67,49,58,42863.34375,42863.41319,8,2,726,1100,700
1560,42860,Dome,68,58,49,42860.88889,42860.95486,19,2,852,1302,804
1561,42860,Dome,110,63,25,42860.90972,42861.01042,91,2,1374,2510,1334
1562,42861,Dome,110,63,25,42861.90972,42862.01042,35,2,1114,1820,862
1563,42863,Dome,110,63,25,42863.90972,42864.01042,19,2,990,1313,916
1564,42860,Dome,111,25,63,42860.27431,42860.37847,64,2,727,1205,540
1565,42861,Dome,111,25,63,42861.26736,42861.37153,91,2,1439,2271,1298
1566,42862,Dome,111,25,63,42862.26736,42862.37153,109,2,1383,2103,1089
1567,42860,Dome,461,49,53,42860.32986,42860.39931,41,1,900,1146,801
1568,42862,Dome,461,49,53,42862.32986,42862.39931,42,1,900,1487,698
1569,42863,Dome,461,49,53,42863.32986,42863.39931,42,1,350,578,342
1570,42862,Dome,462,53,49,42862.44097,42862.5,42,1,521,852,419
1571,42860,Dome,462,53,49,42860.44097,42860.5,41,1,310,454,295
1572,42863,Dome,462,53,49,42863.44097,42863.5,42,1,598,1193,524
1573,42860,Dome,327,67,32,42860.89236,42860.95833,83,2,380,550,286
1574,42862,Dome,327,67,32,42862.89236,42862.95833,38,2,979,1942,858
1575,42863,Dome,327,67,32,42863.89236,42863.95833,39,2,388,495,302
1576,42860,Dome,271,36,52,42860.92014,42861.00694,61,2,911,1004,866
1577,42861,Dome,271,36,52,42861.92014,42862.00694,102,2,692,942,558
1578,42862,Dome,271,36,52,42862.92014,42863.00694,82,2,1188,2020,970
1579,42863,Dome,271,36,52,42863.92014,42864.00694,52,2,750,1468,546
1580,42860,Dome,276,41,50,42860.91319,42860.99653,39,2,1175,1395,1151
1581,42862,Dome,276,41,50,42862.91319,42862.99653,39,2,986,1363,696
1582,42860,Dome,277,52,34,42860.31597,42860.42361,129,2,1420,2752,1104
1583,42861,Dome,277,52,34,42861.31597,42861.42361,61,2,610,771,488
1584,42863,Dome,277,52,34,42863.31597,42863.42361,140,2,1446,2595,1439
1585,42860,Dome,270,52,36,42860.44097,42860.54514,76,2,1149,1620,953
1586,42861,Dome,270,52,36,42861.44097,42861.54514,38,2,546,928,530
1587,42862,Dome,270,52,36,42862.44097,42862.54514,75,2,1071,1477,824
1588,42863,Dome,270,52,36,42863.44097,42863.54514,73,2,1317,2433,1008
1589,42860,Dome,278,34,52,42860.45486,42860.55208,129,2,689,908,622
1590,42861,Dome,278,34,52,42861.45486,42861.55208,61,2,1019,1664,901
1591,42863,Dome,278,34,52,42863.45486,42863.55208,140,2,1132,1847,1117
1592,42860,Dome,274,50,41,42860.79514,42860.88194,39,2,945,1832,820
1593,42862,Dome,274,50,41,42862.79514,42862.88194,39,2,893,1175,659
1594,42860,Dome,440,61,66,42860.29861,42860.35764,79,2,590,1009,587
1595,42862,Dome,440,61,66,42862.29861,42862.35764,86,2,786,1099,615
1596,42863,Dome,440,61,66,42863.29861,42863.35764,85,2,444,524,427
1597,42861,Dome,440,61,66,42861.29861,42861.35764,51,2,752,1264,683
1598,42860,Dome,445,61,66,42860.29167,42860.35069,52,2,750,795,737
1599,42861,Dome,445,61,66,42861.29167,42861.35069,79,2,360,410,330
1600,42862,Dome,445,61,66,42862.29167,42862.35069,51,2,700,1270,652
1601,42863,Dome,445,61,66,42863.29167,42863.35069,110,2,602,669,519
1602,42860,Dome,449,50,62,42860.6875,42860.74653,30,1,804,1512,681
1603,42862,Dome,449,50,62,42862.6875,42862.74653,75,2,819,1394,642
1604,42863,Dome,449,50,62,42863.6875,42863.74653,31,1,450,723,370
1605,42860,Dome,442,66,61,42860.39236,42860.45833,79,2,703,903,659
1606,42861,Dome,442,66,61,42861.39236,42861.45833,51,2,688,1346,679
1607,42862,Dome,442,66,61,42862.39236,42862.45833,86,2,836,1391,712
1608,42863,Dome,442,66,61,42863.39236,42863.45833,85,2,584,847,459
1609,42861,Dome,446,66,61,42861.38194,42861.44792,79,2,947,1813,690
1610,42862,Dome,446,66,61,42862.38194,42862.44792,51,2,399,699,363
1611,42863,Dome,446,66,61,42863.38194,42863.44792,110,2,857,1032,607
1612,42860,Dome,450,62,50,42860.78819,42860.85069,95,2,893,1467,740
1613,42862,Dome,450,62,50,42862.78819,42862.85069,74,2,555,978,526
1614,42863,Dome,450,62,50,42863.78819,42863.85069,41,1,687,1151,613
1615,42860,Dome,446,66,61,42860.38194,42860.44792,52,2,476,776,356
1616,42861,Dome,341,52,72,42861.34028,42861.46181,129,2,1526,2466,1225
1617,42862,Dome,341,52,72,42862.34028,42862.46181,129,2,1718,1879,1385
1618,42863,Dome,341,52,72,42863.34028,42863.46181,130,2,1348,2623,1149
1619,42861,Dome,336,50,51,42861.77778,42861.83681,80,2,826,948,676
1620,42861,Dome,336,51,67,42861.875,42861.95486,80,2,811,1330,611
1621,42860,Dome,341,52,72,42860.34028,42860.46181,120,2,1389,1532,986
1622,42860,Dome,333,67,52,42860.8125,42860.90972,38,2,912,1518,843
1623,42861,Dome,333,67,52,42861.8125,42861.90972,61,2,643,977,514
1624,42862,Dome,333,67,52,42862.8125,42862.90972,129,2,685,707,673
1625,42863,Dome,333,67,52,42863.8125,42863.90972,83,2,504,774,456
1626,42861,Dome,342,72,52,42861.50694,42861.62847,129,2,1486,1520,1069
1627,42862,Dome,342,72,52,42862.50694,42862.62847,129,2,612,689,473
1628,42863,Dome,342,72,52,42863.50694,42863.62847,130,2,1431,1944,1388
1629,42861,Dome,338,67,51,42861.35417,42861.43403,72,2,1044,1486,960
1630,42861,Dome,338,51,50,42861.46528,42861.51736,72,2,670,694,667
1631,42860,Dome,342,72,52,42860.50694,42860.62847,120,2,1558,2175,1510
1632,42862,Dome,331,71,38,42862.82639,42862.89236,16,2,942,1510,720
1633,42862,Dome,331,38,50,42862.93403,42862.99306,16,2,820,1377,620
1634,42861,Dome,331,71,38,42861.82639,42861.89236,39,2,416,757,406
1635,42861,Dome,330,50,38,42861.60764,42861.67708,39,2,860,1280,793
1636,42862,Dome,330,50,38,42862.60764,42862.67708,16,2,374,455,269
1637,42861,Dome,331,38,50,42861.93403,42861.99306,39,2,397,718,348
1638,42861,Dome,330,38,71,42861.72569,42861.79514,39,2,1019,1298,895
1639,42862,Dome,330,38,71,42862.72569,42862.79514,16,2,709,940,695
1640,42860,Dome,332,52,67,42860.67014,42860.77083,38,2,845,1466,755
1641,42861,Dome,332,52,67,42861.67014,42861.77083,61,2,865,878,795
1642,42862,Dome,332,52,67,42862.67014,42862.77083,129,2,893,1014,662
1643,42863,Dome,332,52,67,42863.67014,42863.77083,83,2,1271,1639,1005
1644,42860,Dome,359,61,72,42860.72222,42860.84028,113,2,698,771,566
1645,42861,Dome,359,61,72,42861.72222,42861.84028,100,2,1700,2175,1455
1646,42862,Dome,359,61,72,42862.72222,42862.84028,116,2,836,1653,675
1647,42863,Dome,359,61,72,42863.72222,42863.84028,87,2,859,1402,816
1648,42860,Dome,360,72,61,42860.88194,42860.99653,113,2,694,1342,594
1649,42860,Dome,361,49,67,42860.63194,42860.73611,56,2,731,1037,513
1650,42861,Dome,361,49,67,42861.63194,42861.73611,92,2,1240,2219,926
1651,42862,Dome,361,49,67,42862.63194,42862.73611,124,2,527,966,526
1652,42863,Dome,361,49,67,42863.63194,42863.73611,129,2,1217,2062,1092
1653,42860,Dome,366,32,72,42860.70139,42860.77778,129,2,714,1083,662
1654,42861,Dome,366,32,72,42861.70139,42861.77778,139,2,601,634,459
1655,42862,Dome,366,32,72,42862.70139,42862.77778,139,2,775,1112,608
1656,42863,Dome,366,32,72,42863.70139,42863.77778,140,2,1110,1283,1026
1657,42860,Dome,370,52,68,42860.59028,42860.69097,49,2,1423,2792,1182
1658,42861,Dome,370,52,68,42861.59028,42861.69097,34,2,639,641,456
1659,42862,Dome,370,52,68,42862.59028,42862.69097,34,2,1469,2365,1311
1660,42863,Dome,370,52,68,42863.59028,42863.69097,34,2,830,1324,729
1661,42860,Dome,366,52,32,42860.59375,42860.66319,129,2,859,1044,687
1662,42861,Dome,366,52,32,42861.59375,42861.66319,139,2,670,852,517
1663,42862,Dome,366,52,32,42862.59375,42862.66319,139,2,675,925,542
1664,42863,Dome,366,52,32,42863.59375,42863.66319,140,2,584,613,552
1665,42860,Dome,367,72,32,42860.81944,42860.89583,129,2,1143,1569,906
1666,42861,Dome,367,72,32,42861.81944,42861.89583,139,2,911,1004,877
1667,42862,Dome,367,72,32,42862.81944,42862.89583,139,2,1132,1298,913
1668,42863,Dome,367,72,32,42863.81944,42863.89583,140,2,569,632,567
1669,42860,Dome,363,67,49,42860.78125,42860.88194,56,2,1423,1904,1216
1670,42862,Dome,363,67,49,42862.78125,42862.88194,124,2,872,1188,680
1671,42863,Dome,363,67,49,42863.78125,42863.88194,129,2,923,1783,800
1672,42860,Dome,367,32,52,42860.93056,42860.99653,129,2,542,950,407
1673,42861,Dome,367,32,52,42861.93056,42861.99653,139,2,752,1135,552
1674,42862,Dome,367,32,52,42862.93056,42862.99653,139,2,499,968,474
1675,42863,Dome,367,32,52,42863.93056,42863.99653,140,2,756,1255,551
1676,42861,Dome,363,67,49,42861.78125,42861.88194,92,2,1301,1887,1008
1677,42861,Dome,360,72,61,42861.88194,42861.99653,100,2,1326,2263,1081
1678,42863,Dome,360,72,61,42863.88194,42863.99653,87,2,687,816,561
1679,42862,Dome,360,72,61,42862.88194,42862.99653,116,2,1065,1081,755
1680,42860,Dome,372,27,46,42860.32639,42860.40972,137,2,867,1422,789
1681,42860,Dome,377,61,68,42860.63194,42860.72222,51,2,991,1620,930
1682,42863,Dome,377,61,68,42863.63194,42863.72222,62,2,1010,1744,813
1683,42862,Dome,372,27,46,42862.32639,42862.40972,127,2,1042,1274,764
1684,42860,Dome,372,46,67,42860.46181,42860.52431,137,2,511,545,440
1685,42862,Dome,372,46,67,42862.46181,42862.52431,127,2,500,789,492
1686,42860,Dome,375,38,48,42860.67014,42860.76042,60,2,1247,2431,923
1687,42861,Dome,375,38,48,42861.67014,42861.76042,49,2,638,1038,532
1688,42862,Dome,375,38,48,42862.67014,42862.76042,119,2,847,1526,757
1689,42863,Dome,375,38,48,42863.67014,42863.76042,119,2,458,709,438
1690,42860,Dome,378,68,61,42860.75694,42860.84028,51,2,1204,1441,1083
1691,42863,Dome,378,68,61,42863.75694,42863.84028,62,2,1004,1519,956
1692,42861,Dome,379,52,68,42861.32292,42861.42361,6,2,1304,1515,1190
1693,42862,Dome,379,52,68,42862.32292,42862.42361,102,2,1072,1225,975
1694,42863,Dome,379,52,68,42863.32292,42863.42361,129,2,1143,2194,1093
1695,42860,Dome,374,67,46,42860.56944,42860.63542,137,2,640,711,451
1696,42862,Dome,374,67,46,42862.56944,42862.63542,127,2,653,876,500
1697,42860,Dome,376,48,38,42860.80208,42860.89236,60,2,813,843,654
1698,42861,Dome,376,48,38,42861.80208,42861.89236,49,2,1058,1301,947
1699,42862,Dome,376,48,38,42862.80208,42862.89236,119,2,894,1498,869
1700,42860,Dome,374,46,27,42860.67708,42860.75347,137,2,1065,2031,937
1701,42862,Dome,374,46,27,42862.67708,42862.75347,127,2,691,1153,575
1702,42860,Dome,371,68,52,42860.72222,42860.8125,49,2,744,1039,637
1703,42861,Dome,371,68,52,42861.72222,42861.8125,34,2,606,1193,501
1704,42862,Dome,371,68,52,42862.72222,42862.8125,34,2,576,626,501
1705,42863,Dome,371,68,52,42863.72222,42863.8125,34,2,857,962,743
1706,42861,Dome,374,67,46,42861.56944,42861.63542,4,2,433,789,423
1707,42863,Dome,374,67,46,42863.56944,42863.63542,4,2,790,1221,652
1708,42860,Dome,376,38,52,42860.9375,42860.98958,60,2,324,324,231
1709,42861,Dome,376,38,52,42861.9375,42861.98958,49,2,524,847,477
1710,42862,Dome,376,38,52,42862.9375,42862.98958,119,2,307,358,219
1711,42861,Dome,380,68,52,42861.47569,42861.57639,88,2,678,1324,626
1712,42862,Dome,380,68,52,42862.47569,42862.57639,140,2,1103,1772,1060
1713,42863,Dome,380,68,52,42863.47569,42863.57639,125,2,1091,1691,983
1714,42861,Dome,372,27,46,42861.32639,42861.40972,4,2,671,757,540
1715,42863,Dome,372,27,46,42863.32639,42863.40972,4,2,993,1286,887
1716,42863,Dome,376,48,38,42863.80208,42863.89236,119,2,755,819,557
1717,42861,Dome,374,46,27,42861.67708,42861.75694,4,2,948,1287,905
1718,42863,Dome,374,46,27,42863.67708,42863.75694,4,2,967,1165,941
1719,42863,Dome,376,38,52,42863.9375,42863.98958,119,2,605,748,440
1720,42861,Dome,372,46,67,42861.46181,42861.52431,4,2,724,874,530
1721,42863,Dome,372,46,67,42863.46181,42863.52431,4,2,518,1022,394
1722,42860,Dome,375,52,38,42860.55556,42860.62153,60,2,666,1062,601
1723,42861,Dome,375,52,38,42861.55556,42861.62153,49,2,455,553,448
1724,42862,Dome,375,52,38,42862.55556,42862.62153,119,2,355,520,273
1725,42863,Dome,375,52,38,42863.55556,42863.62153,119,2,665,833,509
1726,42863,Dome,396,70,32,42863.78125,42863.85069,42,1,911,982,743
1727,42860,Dome,392,52,67,42860.85417,42860.95486,49,2,1169,2306,1097
1728,42861,Dome,392,52,67,42861.85417,42861.95486,60,2,1056,1105,758
1729,42862,Dome,392,52,67,42862.85417,42862.95486,34,2,923,933,761
1730,42863,Dome,392,52,67,42863.85417,42863.95486,34,2,803,1485,666
1731,42863,Dome,396,32,49,42863.89236,42863.95486,42,1,876,1301,727
1732,42861,Dome,397,67,74,42861.47569,42861.54514,32,1,692,1315,513
1733,42863,Dome,397,67,74,42863.47569,42863.54514,32,1,416,693,388
1734,42860,Dome,396,70,32,42860.78125,42860.85069,43,1,687,1248,589
1735,42861,Dome,397,52,67,42861.32986,42861.43403,32,1,593,1067,536
1736,42863,Dome,397,52,67,42863.32986,42863.43403,32,1,1534,2706,1169
1737,42860,Dome,393,67,52,42860.36458,42860.45833,60,2,530,655,377
1738,42861,Dome,393,67,52,42861.36458,42861.45833,49,2,1008,1902,993
1739,42862,Dome,393,67,52,42862.36458,42862.45833,60,2,715,729,549
1740,42863,Dome,393,67,52,42863.36458,42863.45833,34,2,593,746,429
1741,42860,Dome,397,52,67,42860.32986,42860.43403,32,1,622,659,462
1742,42860,Dome,396,32,49,42860.89236,42860.95833,43,1,451,494,433
1743,42861,Dome,388,61,68,42861.31944,42861.40625,86,2,699,1144,589
1744,42860,Dome,383,27,67,42860.79514,42860.90625,137,2,583,1139,569
1745,42861,Dome,383,27,67,42861.79514,42861.90625,4,2,1182,1640,1088
1746,42862,Dome,383,27,67,42862.79514,42862.90625,127,2,1458,1798,1031
1747,42863,Dome,383,27,67,42863.79514,42863.90625,4,2,1292,1919,927
1748,42860,Dome,394,49,32,42860.54514,42860.62153,43,1,1115,2150,808
1749,42863,Dome,394,49,32,42863.54514,42863.62153,42,1,1113,1362,1086
1750,42862,Dome,388,61,68,42862.31944,42862.40972,87,2,753,1331,595
1751,42860,Dome,394,32,70,42860.65972,42860.73611,43,1,1002,1274,897
1752,42863,Dome,394,32,70,42863.65972,42863.73611,42,1,514,924,476
1753,42860,Dome,385,67,27,42860.34375,42860.44444,127,2,1345,2334,1228
1754,42861,Dome,385,67,27,42861.34375,42861.44444,137,2,1184,1634,1074
1755,42862,Dome,385,67,27,42862.34375,42862.44444,4,2,1130,1944,1116
1756,42863,Dome,385,67,27,42863.34375,42863.44444,120,2,606,1211,541
1757,42861,Dome,389,68,61,42861.45139,42861.53472,86,2,462,581,343
1758,42862,Dome,389,68,61,42862.45139,42862.53472,87,2,1205,1811,1053
1759,42860,Dome,410,50,68,42860.73958,42860.83681,33,1,780,952,615
1760,42863,Dome,410,50,68,42863.73958,42863.83681,74,2,1017,1131,942
1761,42860,Dome,403,32,67,42860.42708,42860.48611,111,2,703,1087,641
1762,42861,Dome,403,32,67,42861.42708,42861.48611,82,2,303,544,282
1763,42862,Dome,403,32,67,42862.42708,42862.48611,52,2,640,1169,513
1764,42863,Dome,403,32,67,42863.42708,42863.48611,79,2,781,1327,626
1765,42861,Dome,404,67,32,42861.54514,42861.60764,82,2,719,1181,647
1766,42862,Dome,404,67,32,42862.54514,42862.60764,52,2,861,1320,746
1767,42863,Dome,404,67,32,42863.54514,42863.60764,79,2,366,550,341
1768,42863,Dome,411,68,50,42863.88194,42863.97569,74,2,1053,1838,822
1769,42860,Dome,397,67,74,42860.47569,42860.54514,32,1,592,1033,531
1770,42860,Dome,398,74,67,42860.59028,42860.64583,32,1,383,525,359
1771,42862,Dome,398,74,67,42862.59028,42862.64583,32,1,637,1037,477
1772,42861,Dome,404,32,61,42861.64583,42861.70486,82,2,826,1069,655
1773,42862,Dome,404,32,61,42862.64583,42862.70486,52,2,844,1409,789
1774,42863,Dome,404,32,61,42863.64583,42863.70486,79,2,494,644,487
1775,42860,Dome,398,67,52,42860.69097,42860.78472,32,1,844,1345,632
1776,42862,Dome,398,67,52,42862.69097,42862.78472,32,1,855,1365,752
1777,42860,Dome,404,67,32,42860.54514,42860.60764,111,2,807,1221,619
1778,42860,Dome,404,32,61,42860.64583,42860.70486,111,2,444,799,322
1779,42860,Dome,403,61,32,42860.32292,42860.38889,111,2,708,980,701
1780,42861,Dome,403,61,32,42861.32292,42861.38889,82,2,425,806,420
1781,42862,Dome,403,61,32,42862.32292,42862.38889,52,2,559,612,547
1782,42863,Dome,403,61,32,42863.32292,42863.38889,79,2,413,505,352
1783,42860,Dome,411,68,50,42860.88194,42860.97569,33,1,1147,1616,1007
1784,42860,Dome,426,61,62,42860.8125,42860.875,96,2,470,658,371
1785,42861,Dome,426,61,62,42861.8125,42861.875,86,2,722,1418,536
1786,42862,Dome,426,61,62,42862.8125,42862.875,51,2,414,728,292
1787,42863,Dome,426,61,62,42863.8125,42863.875,81,2,750,1300,685
